"School Year","Division Number","Division Name","School Number","School Name","Subject","Race","Gender","Disadvantaged","English Learner","Migrant","Homeless","Military","Foster Care","Disabled","Test Source","Pass Rate"
"2017-2018","2","Albemarle County","920","Stone Robinson Elementary","English:Reading","Non-Hispanic, two or more races","M","Y","N","N","Y","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","920","Stone Robinson Elementary","Mathematics","Non-Hispanic, two or more races","F","Y","N","N","Y","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","920","Stone Robinson Elementary","Mathematics","Non-Hispanic, two or more races","M","Y","N","N","Y","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","920","Stone Robinson Elementary","English:Reading","Non-Hispanic, two or more races","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","920","Stone Robinson Elementary","English:Reading","Non-Hispanic, two or more races","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","920","Stone Robinson Elementary","History and Social Science","Non-Hispanic, two or more races","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","920","Stone Robinson Elementary","Mathematics","Non-Hispanic, two or more races","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","920","Stone Robinson Elementary","Mathematics","Non-Hispanic, two or more races","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","920","Stone Robinson Elementary","Science","Non-Hispanic, two or more races","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Asian","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Asian","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Hispanic","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Hispanic","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","92.31"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","82.61"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","91.67"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","90.00"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","89.74"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","86.96"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","83.33"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","80.00"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Hispanic","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Hispanic","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Hispanic","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Hispanic","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Hispanic","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Hispanic","M","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","Hispanic","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Hispanic","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Hispanic","M","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","Hispanic","F","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","Hispanic","M","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Hispanic","M","Y","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Hispanic","M","Y","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","History and Social Science","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Science","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","White, not of Hispanic origin","F","Y","N","N","Y","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","White, not of Hispanic origin","F","Y","N","N","Y","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","English:Reading","Non-Hispanic, two or more races","M","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","240","Stony Point Elementary","Mathematics","Non-Hispanic, two or more races","M","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","American Indian or Alaska Native","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","American Indian or Alaska Native","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","History and Social Science","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Science","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Asian","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Asian","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Hispanic","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Hispanic","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","94.29"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","91.43"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","White, not of Hispanic origin","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","History and Social Science","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","History and Social Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Science","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Asian","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Asian","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Black, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Hispanic","F","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","History and Social Science","Hispanic","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Hispanic","F","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Science","Hispanic","F","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","History and Social Science","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Science","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","History and Social Science","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Science","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Non-Hispanic, two or more races","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","English:Reading","Non-Hispanic, two or more races","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Non-Hispanic, two or more races","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","910","Virginia L. Murray Elementary","Mathematics","Non-Hispanic, two or more races","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Asian","F","N","N","N","N","N","N","N","SOL","90.91"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Asian","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Asian","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Asian","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Asian","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Asian","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Asian","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Mathematics","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","Science","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Reading","Hispanic","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","English:Writing","Hispanic","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","140","Western Albemarle High","History and Social Science","Hispanic","M","N","N","N","N","N","N","N","SOL","92.86"
