ID,Category,Total,With State Certification
510313001857,High-School Counselors,1,
510313001857,Total enrollment,,
510313001864,Classroom Teachers,1,0.92
510313001864,Classroom teachers in their first year of teaching,0.06,
510313001864,Classroom teachers in their second year of teaching,0.06,
510313001864,Teachers absent more than 10 days of the school year,0.32,
510313001864,Teachers employed during current school year,1.02,
510313001864,Teachers employed during both the current and previous school year,0.85,
510313001864,High-School Counselors,1,
510313001864,Total enrollment,,
510313001867,Classroom Teachers,1,0.96
510313001867,Classroom teachers in their first year of teaching,0.02,
510313001867,Classroom teachers in their second year of teaching,0.04,
510313001867,Teachers absent more than 10 days of the school year,0.47,
510313001867,Teachers employed during current school year,1,
510313001867,Teachers employed during both the current and previous school year,0.87,
510313001867,High-School Counselors,1,
510313001867,Total enrollment,,
510313001951,Classroom Teachers,1,0.96
510313001951,Classroom teachers in their first year of teaching,0.04,
510313001951,Classroom teachers in their second year of teaching,0.04,
510313001951,Teachers absent more than 10 days of the school year,0.4,
510313001951,Teachers employed during current school year,1.01,
510313001951,Teachers employed during both the current and previous school year,0.83,
510313001951,High-School Counselors,1,
510313001951,Total enrollment,,
510313001952,Classroom Teachers,1,0.94
510313001952,Classroom teachers in their first year of teaching,0,
510313001952,Classroom teachers in their second year of teaching,0.09,
510313001952,Teachers absent more than 10 days of the school year,0.12,
510313001952,Teachers employed during current school year,1,
510313001952,Teachers employed during both the current and previous school year,0.59,
510313001952,High-School Counselors,1,
510313001952,Total enrollment,,
510313001955,Classroom Teachers,1,1
510313001955,Classroom teachers in their first year of teaching,0,
510313001955,Classroom teachers in their second year of teaching,0,
510313001955,Teachers absent more than 10 days of the school year,0.5,
510313001955,Teachers employed during current school year,1,
510313001955,Teachers employed during both the current and previous school year,0.88,
510313001955,High-School Counselors,1,
510313001955,Total enrollment,,
510313001997,Classroom Teachers,1,0.9
510313001997,Classroom teachers in their first year of teaching,0.05,
510313001997,Classroom teachers in their second year of teaching,0.15,
510313001997,Teachers absent more than 10 days of the school year,0.37,
510313001997,Teachers employed during current school year,1.01,
510313001997,Teachers employed during both the current and previous school year,0.86,
510313001997,High-School Counselors,1,
510313001997,Total enrollment,,
510313002038,Classroom Teachers,1,0.95
510313002038,Classroom teachers in their first year of teaching,0.05,
510313002038,Classroom teachers in their second year of teaching,0.05,
510313002038,Teachers absent more than 10 days of the school year,0.47,
510313002038,Teachers employed during current school year,1,
510313002038,Teachers employed during both the current and previous school year,0.77,
510313002038,High-School Counselors,1,
510313002038,Total enrollment,,
510313002039,Classroom Teachers,1,0.88
510313002039,Classroom teachers in their first year of teaching,0.12,
510313002039,Classroom teachers in their second year of teaching,0.06,
510313002039,Teachers absent more than 10 days of the school year,0.26,
510313002039,Teachers employed during current school year,1.01,
510313002039,Teachers employed during both the current and previous school year,0.69,
510313002039,High-School Counselors,1,
510313002039,Total enrollment,,
510313002158,Classroom Teachers,1,0.97
510313002158,Classroom teachers in their first year of teaching,0.05,
510313002158,Classroom teachers in their second year of teaching,0.01,
510313002158,Teachers absent more than 10 days of the school year,0.39,
510313002158,Teachers employed during current school year,1.02,
510313002158,Teachers employed during both the current and previous school year,0.79,
510313002158,High-School Counselors,1,
510313002158,Total enrollment,,
510313002159,Classroom Teachers,1,0.86
510313002159,Classroom teachers in their first year of teaching,0.09,
510313002159,Classroom teachers in their second year of teaching,0.06,
510313002159,Teachers absent more than 10 days of the school year,0.34,
510313002159,Teachers employed during current school year,1.03,
510313002159,Teachers employed during both the current and previous school year,0.86,
510313002159,High-School Counselors,1,
510313002159,Total enrollment,,
510313002160,Classroom Teachers,1,0.88
510313002160,Classroom teachers in their first year of teaching,0.1,
510313002160,Classroom teachers in their second year of teaching,0.07,
510313002160,Teachers absent more than 10 days of the school year,0.31,
510313002160,Teachers employed during current school year,1,
510313002160,Teachers employed during both the current and previous school year,0.79,
510313002160,High-School Counselors,1,
510313002160,Total enrollment,,
510313002198,Classroom Teachers,1,0.82
510313002198,Classroom teachers in their first year of teaching,0.05,
510313002198,Classroom teachers in their second year of teaching,0.05,
510313002198,Teachers absent more than 10 days of the school year,0.36,
510313002198,Teachers employed during current school year,1.01,
510313002198,Teachers employed during both the current and previous school year,0.82,
510313002198,High-School Counselors,1,
510313002198,Total enrollment,,
510313002199,Classroom Teachers,1,0.91
510313002199,Classroom teachers in their first year of teaching,0.06,
510313002199,Classroom teachers in their second year of teaching,0.12,
510313002199,Teachers absent more than 10 days of the school year,0.22,
510313002199,Teachers employed during current school year,1.02,
510313002199,Teachers employed during both the current and previous school year,0.88,
510313002199,High-School Counselors,1,
510313002199,Total enrollment,,
510342001527,Classroom Teachers,1,0.69
510342001527,Classroom teachers in their first year of teaching,0.31,
510342001527,Classroom teachers in their second year of teaching,0.15,
510342001527,Teachers absent more than 10 days of the school year,0.15,
510342001527,Teachers employed during current school year,1.08,
510342001527,Teachers employed during both the current and previous school year,1.08,
510342001527,High-School Counselors,1,
510342001527,Total enrollment,,
510342002042,Classroom Teachers,1,0.98
510342002042,Classroom teachers in their first year of teaching,0.02,
510342002042,Classroom teachers in their second year of teaching,0.07,
510342002042,Teachers absent more than 10 days of the school year,0.12,
510342002042,Teachers employed during current school year,0.9,
510342002042,Teachers employed during both the current and previous school year,0.95,
510342002042,High-School Counselors,1,
510342002042,Total enrollment,,
510342002461,Classroom Teachers,1,1
510342002461,Classroom teachers in their first year of teaching,0.08,
510342002461,Classroom teachers in their second year of teaching,0.04,
510342002461,Teachers absent more than 10 days of the school year,0.39,
510342002461,Teachers employed during current school year,1.06,
510342002461,Teachers employed during both the current and previous school year,1.14,
510342002461,High-School Counselors,1,
510342002461,Total enrollment,,
510342001512,Classroom Teachers,1,1
510342001512,Classroom teachers in their first year of teaching,0,
510342001512,Classroom teachers in their second year of teaching,0.14,
510342001512,Teachers absent more than 10 days of the school year,0.43,
510342001512,Teachers employed during current school year,1.14,
510342001512,Teachers employed during both the current and previous school year,1.14,
510342001512,High-School Counselors,1,
510342001512,Total enrollment,,
510342001513,Classroom Teachers,1,1
510342001513,Classroom teachers in their first year of teaching,0.03,
510342001513,Classroom teachers in their second year of teaching,0.13,
510342001513,Teachers absent more than 10 days of the school year,0.52,
510342001513,Teachers employed during current school year,1.1,
510342001513,Teachers employed during both the current and previous school year,1.06,
510342001513,High-School Counselors,1,
510342001513,Total enrollment,,
510342001522,Classroom Teachers,1,1
510342001522,Classroom teachers in their first year of teaching,0.09,
510342001522,Classroom teachers in their second year of teaching,0,
510342001522,Teachers absent more than 10 days of the school year,0.42,
510342001522,Teachers employed during current school year,1.03,
510342001522,Teachers employed during both the current and previous school year,1.03,
510342001522,High-School Counselors,1,
510342001522,Total enrollment,,
510342001523,Classroom Teachers,1,1
510342001523,Classroom teachers in their first year of teaching,0,
510342001523,Classroom teachers in their second year of teaching,0.09,
510342001523,Teachers absent more than 10 days of the school year,0.71,
510342001523,Teachers employed during current school year,0.8,
510342001523,Teachers employed during both the current and previous school year,0.8,
510342001523,High-School Counselors,1,
510342001523,Total enrollment,,
510346002043,Classroom Teachers,1,0.99
510346002043,Classroom teachers in their first year of teaching,0,
510346002043,Classroom teachers in their second year of teaching,0.01,
510346002043,Teachers absent more than 10 days of the school year,0.41,
510346002043,Teachers employed during current school year,0,
510346002043,Teachers employed during both the current and previous school year,0,
510346002043,High-School Counselors,1,
510346002043,Total enrollment,,
510346002044,Classroom Teachers,1,1
510346002044,Classroom teachers in their first year of teaching,0.03,
510346002044,Classroom teachers in their second year of teaching,0.03,
510346002044,Teachers absent more than 10 days of the school year,0.43,
510346002044,Teachers employed during current school year,0,
510346002044,Teachers employed during both the current and previous school year,0,
510346002044,High-School Counselors,1,
510346002044,Total enrollment,,
510346002045,Classroom Teachers,1,1
510346002045,Classroom teachers in their first year of teaching,0.03,
510346002045,Classroom teachers in their second year of teaching,0.03,
510346002045,Teachers absent more than 10 days of the school year,0.51,
510346002045,Teachers employed during current school year,0,
510346002045,Teachers employed during both the current and previous school year,0,
510346002045,High-School Counselors,1,
510346002045,Total enrollment,,
510346002046,Classroom Teachers,1,1
510346002046,Classroom teachers in their first year of teaching,0,
510346002046,Classroom teachers in their second year of teaching,0,
510346002046,Teachers absent more than 10 days of the school year,0.18,
510346002046,Teachers employed during current school year,0,
510346002046,Teachers employed during both the current and previous school year,0,
510346002046,High-School Counselors,1,
510346002046,Total enrollment,,
510346002047,Classroom Teachers,1,1
510346002047,Classroom teachers in their first year of teaching,0.03,
510346002047,Classroom teachers in their second year of teaching,0,
510346002047,Teachers absent more than 10 days of the school year,0.47,
510346002047,Teachers employed during current school year,0.06,
510346002047,Teachers employed during both the current and previous school year,0.06,
510346002047,High-School Counselors,1,
510346002047,Total enrollment,,
510346002048,Classroom Teachers,1,1
510346002048,Classroom teachers in their first year of teaching,0,
510346002048,Classroom teachers in their second year of teaching,0.03,
510346002048,Teachers absent more than 10 days of the school year,0.37,
510346002048,Teachers employed during current school year,0,
510346002048,Teachers employed during both the current and previous school year,0,
510346002048,High-School Counselors,1,
510346002048,Total enrollment,,
510348001528,Classroom Teachers,1,1
510348001528,Classroom teachers in their first year of teaching,0.05,
510348001528,Classroom teachers in their second year of teaching,0,
510348001528,Teachers absent more than 10 days of the school year,0.14,
510348001528,Teachers employed during current school year,1,
510348001528,Teachers employed during both the current and previous school year,1,
510348001528,High-School Counselors,1,
510348001528,Total enrollment,,
510348001529,Classroom Teachers,1,1
510348001529,Classroom teachers in their first year of teaching,0,
510348001529,Classroom teachers in their second year of teaching,0,
510348001529,Teachers absent more than 10 days of the school year,0.33,
510348001529,Teachers employed during current school year,1,
510348001529,Teachers employed during both the current and previous school year,1,
510348001529,High-School Counselors,1,
510348001529,Total enrollment,,
510384001691,Classroom Teachers,1,0.98
510384001691,Classroom teachers in their first year of teaching,0.03,
510384001691,Classroom teachers in their second year of teaching,0,
510384001691,Teachers absent more than 10 days of the school year,0.32,
510384001691,Teachers employed during current school year,1.08,
510384001691,Teachers employed during both the current and previous school year,0.98,
510384001691,High-School Counselors,1,
510384001691,Total enrollment,,
510384001693,Classroom Teachers,1,0.95
510384001693,Classroom teachers in their first year of teaching,0.06,
510384001693,Classroom teachers in their second year of teaching,0.03,
510384001693,Teachers absent more than 10 days of the school year,0.57,
510384001693,Teachers employed during current school year,1.08,
510384001693,Teachers employed during both the current and previous school year,0.93,
510384001693,High-School Counselors,1,
510384001693,Total enrollment,,
510384001694,Classroom Teachers,1,0.99
510384001694,Classroom teachers in their first year of teaching,0.02,
510384001694,Classroom teachers in their second year of teaching,0.04,
510384001694,Teachers absent more than 10 days of the school year,0.37,
510384001694,Teachers employed during current school year,1.07,
510384001694,Teachers employed during both the current and previous school year,0.91,
510384001694,High-School Counselors,1,
510384001694,Total enrollment,,
510384001695,Classroom Teachers,1,0.96
510384001695,Classroom teachers in their first year of teaching,0,
510384001695,Classroom teachers in their second year of teaching,0.09,
510384001695,Teachers absent more than 10 days of the school year,0.46,
510384001695,Teachers employed during current school year,1.02,
510384001695,Teachers employed during both the current and previous school year,0.84,
510384001695,High-School Counselors,1,
510384001695,Total enrollment,,
510384001696,Classroom Teachers,1,1
510384001696,Classroom teachers in their first year of teaching,0.01,
510384001696,Classroom teachers in their second year of teaching,0.03,
510384001696,Teachers absent more than 10 days of the school year,0.57,
510384001696,Teachers employed during current school year,1.06,
510384001696,Teachers employed during both the current and previous school year,0.88,
510384001696,High-School Counselors,1,
510384001696,Total enrollment,,
510384001697,Classroom Teachers,1,0.98
510384001697,Classroom teachers in their first year of teaching,0.01,
510384001697,Classroom teachers in their second year of teaching,0.08,
510384001697,Teachers absent more than 10 days of the school year,0.4,
510384001697,Teachers employed during current school year,1.12,
510384001697,Teachers employed during both the current and previous school year,0.8,
510384001697,High-School Counselors,1,
510384001697,Total enrollment,,
510384001698,Classroom Teachers,1,0.95
510384001698,Classroom teachers in their first year of teaching,0.08,
510384001698,Classroom teachers in their second year of teaching,0.03,
510384001698,Teachers absent more than 10 days of the school year,0.32,
510384001698,Teachers employed during current school year,1.02,
510384001698,Teachers employed during both the current and previous school year,0.81,
510384001698,High-School Counselors,1,
510384001698,Total enrollment,,
510384001699,Classroom Teachers,1,1
510384001699,Classroom teachers in their first year of teaching,0,
510384001699,Classroom teachers in their second year of teaching,0,
510384001699,Teachers absent more than 10 days of the school year,0.42,
510384001699,Teachers employed during current school year,1.09,
510384001699,Teachers employed during both the current and previous school year,0.94,
510384001699,High-School Counselors,1,
510384001699,Total enrollment,,
510384001700,Classroom Teachers,1,0.91
510384001700,Classroom teachers in their first year of teaching,0.11,
510384001700,Classroom teachers in their second year of teaching,0.07,
510384001700,Teachers absent more than 10 days of the school year,0.52,
510384001700,Teachers employed during current school year,1.05,
510384001700,Teachers employed during both the current and previous school year,0.75,
510384001700,High-School Counselors,1,
510384001700,Total enrollment,,
510384001701,Classroom Teachers,1,0.97
510384001701,Classroom teachers in their first year of teaching,0,
510384001701,Classroom teachers in their second year of teaching,0.05,
510384001701,Teachers absent more than 10 days of the school year,0.61,
510384001701,Teachers employed during current school year,1.07,
510384001701,Teachers employed during both the current and previous school year,0.99,
510384001701,High-School Counselors,1,
510384001701,Total enrollment,,
510384001702,Classroom Teachers,1,1
510384001702,Classroom teachers in their first year of teaching,0.02,
510384001702,Classroom teachers in their second year of teaching,0.02,
510384001702,Teachers absent more than 10 days of the school year,0.48,
510384001702,Teachers employed during current school year,1.03,
510384001702,Teachers employed during both the current and previous school year,0.96,
510384001702,High-School Counselors,1,
510384001702,Total enrollment,,
510384001703,Classroom Teachers,1,1
510384001703,Classroom teachers in their first year of teaching,0,
510384001703,Classroom teachers in their second year of teaching,0.03,
510384001703,Teachers absent more than 10 days of the school year,0.45,
510384001703,Teachers employed during current school year,1.13,
510384001703,Teachers employed during both the current and previous school year,1.01,
510384001703,High-School Counselors,1,
510384001703,Total enrollment,,
510384001704,Classroom Teachers,1,1
510384001704,Classroom teachers in their first year of teaching,0.03,
510384001704,Classroom teachers in their second year of teaching,0.02,
510384001704,Teachers absent more than 10 days of the school year,0.56,
510384001704,Teachers employed during current school year,1.05,
510384001704,Teachers employed during both the current and previous school year,1.02,
510384001704,High-School Counselors,1,
510384001704,Total enrollment,,
510384001705,Classroom Teachers,1,1
510384001705,Classroom teachers in their first year of teaching,0,
510384001705,Classroom teachers in their second year of teaching,0,
510384001705,Teachers absent more than 10 days of the school year,0.52,
510384001705,Teachers employed during current school year,1.06,
510384001705,Teachers employed during both the current and previous school year,1.02,
510384001705,High-School Counselors,1,
510384001705,Total enrollment,,
510384001707,Classroom Teachers,1,0.87
510384001707,Classroom teachers in their first year of teaching,0.01,
510384001707,Classroom teachers in their second year of teaching,0.04,
510384001707,Teachers absent more than 10 days of the school year,0.39,
510384001707,Teachers employed during current school year,1.04,
510384001707,Teachers employed during both the current and previous school year,0.91,
510384001707,High-School Counselors,1,
510384001707,Total enrollment,,
510010202372,Classroom Teachers,1,1
510010202372,Classroom teachers in their first year of teaching,0,
510010202372,Classroom teachers in their second year of teaching,0,
510010202372,Teachers absent more than 10 days of the school year,0,
510010202372,Teachers employed during current school year,2.5,
510010202372,Teachers employed during both the current and previous school year,2.5,
510010202372,High-School Counselors,1,
510010202372,Total enrollment,,
510012000038,Classroom Teachers,1,1
510012000038,Classroom teachers in their first year of teaching,0.02,
510012000038,Classroom teachers in their second year of teaching,0.04,
510012000038,Teachers absent more than 10 days of the school year,0.18,
510012000038,Teachers employed during current school year,1.07,
510012000038,Teachers employed during both the current and previous school year,1.05,
510012000038,High-School Counselors,1,
510012000038,Total enrollment,,
510012000039,Classroom Teachers,1,1
510012000039,Classroom teachers in their first year of teaching,0.05,
510012000039,Classroom teachers in their second year of teaching,0.05,
510012000039,Teachers absent more than 10 days of the school year,0.28,
510012000039,Teachers employed during current school year,1,
510012000039,Teachers employed during both the current and previous school year,0.88,
510012000039,High-School Counselors,1,
510012000039,Total enrollment,,
510012000041,Classroom Teachers,1,1
510012000041,Classroom teachers in their first year of teaching,0.02,
510012000041,Classroom teachers in their second year of teaching,0.1,
510012000041,Teachers absent more than 10 days of the school year,0.23,
510012000041,Teachers employed during current school year,1.01,
510012000041,Teachers employed during both the current and previous school year,0.93,
510012000041,High-School Counselors,1,
510012000041,Total enrollment,,
510012000043,Classroom Teachers,1,1
510012000043,Classroom teachers in their first year of teaching,0.08,
510012000043,Classroom teachers in their second year of teaching,0,
510012000043,Teachers absent more than 10 days of the school year,0.25,
510012000043,Teachers employed during current school year,1,
510012000043,Teachers employed during both the current and previous school year,0.87,
510012000043,High-School Counselors,1,
510012000043,Total enrollment,,
510012000044,Classroom Teachers,1,1
510012000044,Classroom teachers in their first year of teaching,0.04,
510012000044,Classroom teachers in their second year of teaching,0.04,
510012000044,Teachers absent more than 10 days of the school year,0.23,
510012000044,Teachers employed during current school year,0.98,
510012000044,Teachers employed during both the current and previous school year,0.55,
510012000044,High-School Counselors,1,
510012000044,Total enrollment,,
510012000045,Classroom Teachers,1,1
510012000045,Classroom teachers in their first year of teaching,0.04,
510012000045,Classroom teachers in their second year of teaching,0.03,
510012000045,Teachers absent more than 10 days of the school year,0.34,
510012000045,Teachers employed during current school year,1.02,
510012000045,Teachers employed during both the current and previous school year,0.78,
510012000045,High-School Counselors,1,
510012000045,Total enrollment,,
510012000047,Classroom Teachers,1,1
510012000047,Classroom teachers in their first year of teaching,0.02,
510012000047,Classroom teachers in their second year of teaching,0.02,
510012000047,Teachers absent more than 10 days of the school year,0.34,
510012000047,Teachers employed during current school year,1.07,
510012000047,Teachers employed during both the current and previous school year,0.92,
510012000047,High-School Counselors,1,
510012000047,Total enrollment,,
510012000048,Classroom Teachers,1,1
510012000048,Classroom teachers in their first year of teaching,0.03,
510012000048,Classroom teachers in their second year of teaching,0.03,
510012000048,Teachers absent more than 10 days of the school year,0.41,
510012000048,Teachers employed during current school year,1.03,
510012000048,Teachers employed during both the current and previous school year,0.95,
510012000048,High-School Counselors,1,
510012000048,Total enrollment,,
510012000050,Classroom Teachers,1,1
510012000050,Classroom teachers in their first year of teaching,0.09,
510012000050,Classroom teachers in their second year of teaching,0.01,
510012000050,Teachers absent more than 10 days of the school year,0.37,
510012000050,Teachers employed during current school year,1,
510012000050,Teachers employed during both the current and previous school year,0.83,
510012000050,High-School Counselors,1,
510012000050,Total enrollment,,
510012000052,Classroom Teachers,1,1
510012000052,Classroom teachers in their first year of teaching,0.07,
510012000052,Classroom teachers in their second year of teaching,0.02,
510012000052,Teachers absent more than 10 days of the school year,0.22,
510012000052,Teachers employed during current school year,1.01,
510012000052,Teachers employed during both the current and previous school year,0.81,
510012000052,High-School Counselors,1,
510012000052,Total enrollment,,
510012000054,Classroom Teachers,1,0.99
510012000054,Classroom teachers in their first year of teaching,0.05,
510012000054,Classroom teachers in their second year of teaching,0.03,
510012000054,Teachers absent more than 10 days of the school year,0.28,
510012000054,Teachers employed during current school year,1.03,
510012000054,Teachers employed during both the current and previous school year,0.81,
510012000054,High-School Counselors,1,
510012000054,Total enrollment,,
510012000055,Classroom Teachers,1,1
510012000055,Classroom teachers in their first year of teaching,0.06,
510012000055,Classroom teachers in their second year of teaching,0.01,
510012000055,Teachers absent more than 10 days of the school year,0.2,
510012000055,Teachers employed during current school year,1.02,
510012000055,Teachers employed during both the current and previous school year,0.74,
510012000055,High-School Counselors,1,
510012000055,Total enrollment,,
510012001826,Classroom Teachers,1,1
510012001826,Classroom teachers in their first year of teaching,0.04,
510012001826,Classroom teachers in their second year of teaching,0.02,
510012001826,Teachers absent more than 10 days of the school year,0.19,
510012001826,Teachers employed during current school year,1.01,
510012001826,Teachers employed during both the current and previous school year,0.86,
510012001826,High-School Counselors,1,
510012001826,Total enrollment,,
510012002549,Classroom Teachers,1,0.98
510012002549,Classroom teachers in their first year of teaching,0.02,
510012002549,Classroom teachers in their second year of teaching,0.02,
510012002549,Teachers absent more than 10 days of the school year,0.42,
510012002549,Teachers employed during current school year,1.09,
510012002549,Teachers employed during both the current and previous school year,1.03,
510012002549,High-School Counselors,1,
510012002549,Total enrollment,,
510081002432,Classroom Teachers,1,1
510081002432,Classroom teachers in their first year of teaching,0.04,
510081002432,Classroom teachers in their second year of teaching,0.02,
510081002432,Teachers absent more than 10 days of the school year,0.26,
510081002432,Teachers employed during current school year,0.99,
510081002432,Teachers employed during both the current and previous school year,1.03,
510081002432,High-School Counselors,1,
510081002432,Total enrollment,,
510081002557,Classroom Teachers,1,1
510081002557,Classroom teachers in their first year of teaching,0.07,
510081002557,Classroom teachers in their second year of teaching,0.08,
510081002557,Teachers absent more than 10 days of the school year,0.39,
510081002557,Teachers employed during current school year,0.99,
510081002557,Teachers employed during both the current and previous school year,0.94,
510081002557,High-School Counselors,1,
510081002557,Total enrollment,,
510081002765,Classroom Teachers,1,1
510081002765,Classroom teachers in their first year of teaching,0.09,
510081002765,Classroom teachers in their second year of teaching,0.04,
510081002765,Teachers absent more than 10 days of the school year,0.26,
510081002765,Teachers employed during current school year,0.99,
510081002765,Teachers employed during both the current and previous school year,0.97,
510081002765,High-School Counselors,1,
510081002765,Total enrollment,,
510084000053,Classroom Teachers,1,1
510084000053,Classroom teachers in their first year of teaching,0.02,
510084000053,Classroom teachers in their second year of teaching,0.02,
510084000053,Teachers absent more than 10 days of the school year,0.31,
510084000053,Teachers employed during current school year,0.98,
510084000053,Teachers employed during both the current and previous school year,0.72,
510084000053,High-School Counselors,1,
510084000053,Total enrollment,,
510084000056,Classroom Teachers,1,1
510084000056,Classroom teachers in their first year of teaching,0.04,
510084000056,Classroom teachers in their second year of teaching,0.02,
510084000056,Teachers absent more than 10 days of the school year,0.26,
510084000056,Teachers employed during current school year,1.07,
510084000056,Teachers employed during both the current and previous school year,0.86,
510084000056,High-School Counselors,1,
510084000056,Total enrollment,,
510084000314,Classroom Teachers,1,1
510084000314,Classroom teachers in their first year of teaching,0.04,
510084000314,Classroom teachers in their second year of teaching,0.08,
510084000314,Teachers absent more than 10 days of the school year,0.42,
510084000314,Teachers employed during current school year,0.81,
510084000314,Teachers employed during both the current and previous school year,0.7,
510084000314,High-School Counselors,1,
510084000314,Total enrollment,,
510084000315,Classroom Teachers,1,1
510084000315,Classroom teachers in their first year of teaching,0.02,
510084000315,Classroom teachers in their second year of teaching,0.02,
510084000315,Teachers absent more than 10 days of the school year,0.33,
510084000315,Teachers employed during current school year,0.9,
510084000315,Teachers employed during both the current and previous school year,0.76,
510084000315,High-School Counselors,1,
510084000315,Total enrollment,,
510084000316,Classroom Teachers,1,1
510084000316,Classroom teachers in their first year of teaching,0.05,
510084000316,Classroom teachers in their second year of teaching,0.1,
510084000316,Teachers absent more than 10 days of the school year,0.29,
510084000316,Teachers employed during current school year,0.85,
510084000316,Teachers employed during both the current and previous school year,0.59,
510084000316,High-School Counselors,1,
510084000316,Total enrollment,,
510084000317,Classroom Teachers,1,1
510084000317,Classroom teachers in their first year of teaching,0.02,
510084000317,Classroom teachers in their second year of teaching,0.06,
510084000317,Teachers absent more than 10 days of the school year,0.32,
510084000317,Teachers employed during current school year,0.75,
510084000317,Teachers employed during both the current and previous school year,0.65,
510084000317,High-School Counselors,1,
510084000317,Total enrollment,,
510084000318,Classroom Teachers,1,1
510084000318,Classroom teachers in their first year of teaching,0,
510084000318,Classroom teachers in their second year of teaching,0,
510084000318,Teachers absent more than 10 days of the school year,0.26,
510084000318,Teachers employed during current school year,0.95,
510084000318,Teachers employed during both the current and previous school year,0.66,
510084000318,High-School Counselors,1,
510084000318,Total enrollment,,
510084000319,Classroom Teachers,1,1
510084000319,Classroom teachers in their first year of teaching,0.02,
510084000319,Classroom teachers in their second year of teaching,0.02,
510084000319,Teachers absent more than 10 days of the school year,0.4,
510084000319,Teachers employed during current school year,0.86,
510084000319,Teachers employed during both the current and previous school year,0.81,
510084000319,High-School Counselors,1,
510084000319,Total enrollment,,
510084000320,Classroom Teachers,1,0.98
510084000320,Classroom teachers in their first year of teaching,0,
510084000320,Classroom teachers in their second year of teaching,0.04,
510084000320,Teachers absent more than 10 days of the school year,0.3,
510084000320,Teachers employed during current school year,0.91,
510084000320,Teachers employed during both the current and previous school year,0.81,
510084000320,High-School Counselors,1,
510084000320,Total enrollment,,
510084000321,Classroom Teachers,1,1
510084000321,Classroom teachers in their first year of teaching,0.05,
510084000321,Classroom teachers in their second year of teaching,0.04,
510084000321,Teachers absent more than 10 days of the school year,0.27,
510084000321,Teachers employed during current school year,0.94,
510084000321,Teachers employed during both the current and previous school year,0.79,
510084000321,High-School Counselors,1,
510084000321,Total enrollment,,
510084000324,Classroom Teachers,1,1
510084000324,Classroom teachers in their first year of teaching,0.03,
510084000324,Classroom teachers in their second year of teaching,0.03,
510084000324,Teachers absent more than 10 days of the school year,0.31,
510084000324,Teachers employed during current school year,1.04,
510084000324,Teachers employed during both the current and previous school year,0.81,
510084000324,High-School Counselors,1,
510084000324,Total enrollment,,
510084000325,Classroom Teachers,1,1
510084000325,Classroom teachers in their first year of teaching,0.04,
510084000325,Classroom teachers in their second year of teaching,0.07,
510084000325,Teachers absent more than 10 days of the school year,0.29,
510084000325,Teachers employed during current school year,0.79,
510084000325,Teachers employed during both the current and previous school year,0.65,
510084000325,High-School Counselors,1,
510084000325,Total enrollment,,
510126000539,Classroom Teachers,1,0.88
510126000539,Classroom teachers in their first year of teaching,0.08,
510126000539,Classroom teachers in their second year of teaching,0.12,
510126000539,Teachers absent more than 10 days of the school year,0.34,
510126000539,Teachers employed during current school year,1.04,
510126000539,Teachers employed during both the current and previous school year,0.82,
510126000539,High-School Counselors,1,
510126000539,Total enrollment,,
510126000540,Classroom Teachers,1,0.83
510126000540,Classroom teachers in their first year of teaching,0.06,
510126000540,Classroom teachers in their second year of teaching,0.11,
510126000540,Teachers absent more than 10 days of the school year,0.24,
510126000540,Teachers employed during current school year,1.07,
510126000540,Teachers employed during both the current and previous school year,0.91,
510126000540,High-School Counselors,1,
510126000540,Total enrollment,,
510126000544,Classroom Teachers,1,0.93
510126000544,Classroom teachers in their first year of teaching,0.06,
510126000544,Classroom teachers in their second year of teaching,0.04,
510126000544,Teachers absent more than 10 days of the school year,0.32,
510126000544,Teachers employed during current school year,1.01,
510126000544,Teachers employed during both the current and previous school year,0.84,
510126000544,High-School Counselors,1,
510126000544,Total enrollment,,
510126000546,Classroom Teachers,1,0.91
510126000546,Classroom teachers in their first year of teaching,0.04,
510126000546,Classroom teachers in their second year of teaching,0.13,
510126000546,Teachers absent more than 10 days of the school year,0.41,
510126000546,Teachers employed during current school year,1.03,
510126000546,Teachers employed during both the current and previous school year,0.83,
510126000546,High-School Counselors,1,
510126000546,Total enrollment,,
510126000552,Classroom Teachers,1,0.93
510126000552,Classroom teachers in their first year of teaching,0.07,
510126000552,Classroom teachers in their second year of teaching,0.09,
510126000552,Teachers absent more than 10 days of the school year,0.35,
510126000552,Teachers employed during current school year,1.02,
510126000552,Teachers employed during both the current and previous school year,0.85,
510126000552,High-School Counselors,1,
510126000552,Total enrollment,,
510126000553,Classroom Teachers,1,0.94
510126000553,Classroom teachers in their first year of teaching,0.04,
510126000553,Classroom teachers in their second year of teaching,0.09,
510126000553,Teachers absent more than 10 days of the school year,0.54,
510126000553,Teachers employed during current school year,1.02,
510126000553,Teachers employed during both the current and previous school year,0.8,
510126000553,High-School Counselors,1,
510126000553,Total enrollment,,
510126000556,Classroom Teachers,1,0.9
510126000556,Classroom teachers in their first year of teaching,0.05,
510126000556,Classroom teachers in their second year of teaching,0.04,
510126000556,Teachers absent more than 10 days of the school year,0.39,
510126000556,Teachers employed during current school year,1.02,
510126000556,Teachers employed during both the current and previous school year,0.88,
510126000556,High-School Counselors,1,
510126000556,Total enrollment,,
510126000559,Classroom Teachers,1,0.95
510126000559,Classroom teachers in their first year of teaching,0.05,
